@relation 'cocoon-weka.filters.unsupervised.attribute.Remove-V-R7,last'

@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,30}


@data
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
20,0
0,30
25,30
18,0
22,0
0,30
2,30
0,30
0,30
0,30
31,0
0,30
0,30
0,30
0,30
0,30
14,0
0,30
30,0
22,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
23,30
0,30
0,30
0,30
30,0
0,30
0,30
26,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
23,0
0,30
0,30
0,30
21,30
7,30
0,30
19,0
21,0
0,30
0,30
11,30
6,30
0,30
35,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
6,0
0,30
0,30
0,30
0,30
0,30
7,0
3,0
0,30
0,30
0,30
0,30
31,0
0,30
0,30
19,30
0,30
0,30
18,0
0,30
0,30
0,30
12,30
0,30
0,30
0,30
0,30
0,30
3,30
0,30
18,0
0,30
0,30
11,0
11,30
0,30
0,30
0,30
9,30
9,30
4,30
0,30
18,30
0,30
24,0
0,30
0,30
0,30
0,30
22,0
0,30
27,0
0,30
0,30
0,30
0,30
0,30
0,30
7,30
0,30
0,30
12,0
0,30
0,30
0,30
21,0
0,30
28,30
0,30
0,30
0,30
0,30
0,30
31,30
0,30
0,30
6,30
1,30
0,30
0,30
19,30
0,30
0,30
30,0
0,30
0,30
18,0
4,30
0,30
0,30
26,30
0,30
22,30
19,30
0,30
19,30
0,30
0,30
0,30
0,30
3,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
8,30
0,30
0,30
0,30
23,30
0,30
0,30
28,0
0,30
0,30
0,30
13,0
28,30
0,30
7,0
0,30
0,30
6,0
0,30
0,30
0,30
0,30
0,30
10,0
0,30
23,30
0,30
22,30
0,30
0,30
49,30
0,30
0,30
0,30
0,30
0,30
0,30
25,30
0,30
0,30
0,30
22,0
0,30
0,30
0,30
20,30
0,30
0,30
19,0
0,30
0,30
18,0
8,0
25,0
18,30
0,30
0,30
8,30
0,30
22,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
22,30
0,30
0,30
30,30
50,0
0,30
0,30
25,0
0,30
5,0
0,30
0,30
0,30
0,30
0,30
5,30
0,30
0,30
0,30
0,30
10,0
0,30
0,30
23,0
0,30
0,30
0,30
22,30
0,30
0,30
0,30
0,30
0,30
18,30
0,30
0,30
0,30
21,0
0,30
0,30
0,30
27,30
5,0
0,30
0,30
0,30
7,30
0,30
4,0
3,0
0,30
0,0
0,30
0,30
3,0
0,30
0,30
0,30
16,0
31,30
0,30
0,30
0,30
6,30
8,30
0,30
22,30
0,30
0,30
0,30
13,0
0,30
0,30
0,30
0,30
0,30
29,30
0,30
21,30
0,30
0,30
3,0
0,30
0,30
0,0
0,30
0,30
0,30
0,30
0,30
0,30
6,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
12,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
6,0
31,30
0,30
24,30
0,30
0,30
7,30
0,30
0,30
0,30
0,30
25,0
0,30
0,30
19,0
0,30
0,30
16,0
6,0
0,30
26,0
0,30
2,30
2,30
5,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
32,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
35,0
23,0
0,30
21,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
27,30
0,30
10,0
0,30
0,30
0,30
0,30
0,30
20,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
26,0
0,30
16,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
23,0
0,30
0,30
23,0
0,30
0,30
0,30
0,30
0,30
0,30
17,30
0,30
0,30
0,30
23,30
0,30
0,30
0,30
1,0
0,30
0,30
0,30
0,30
17,0
0,30
0,30
0,30
16,0
17,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
11,30
23,0
0,30
0,30
0,30
14,30
0,30
8,30
0,30
0,30
2,0
0,30
0,30
0,30
11,30
11,0
27,0
8,0
0,30
0,30
0,30
0,30
0,30
9,30
12,0
0,30
20,0
0,30
0,30
0,30
0,30
0,30
31,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
6,30
0,30
12,0
19,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
7,0
11,30
25,0
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
22,30
0,30
0,30
0,30
22,30
0,30
0,30
0,30
0,30
0,30
29,30
0,30
0,30
0,30
17,0
9,0
26,0
18,0
0,30
0,30
0,30
0,30
9,0
28,0
0,30
0,30
0,30
0,30
16,30
0,30
3,30
0,30
0,0
18,0
9,0
0,30
17,30
0,30
0,30
0,30
19,30
16,0
0,30
0,30
0,30
0,30
11,0
0,30
1,0
0,30
0,30
0,30
0,30
0,30
3,0
23,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
23,0
21,0
25,30
6,0
0,30
0,30
4,0
9,30
11,30
0,30
22,30
0,30
0,30
0,30
0,30
23,0
19,30
0,30
0,30
0,30
0,30
0,30
19,0
0,30
